id,session_id,distraction_type,timestamp,hour_of_day,day_of_week,focus_duration_minutes
1338,1,TAB_SWITCH,2026-05-29 22:11:16.034744,22,4,14.1
1339,1,TAB_SWITCH,2026-05-29 15:27:16.034744,15,4,9.2
1340,1,TAB_SWITCH,2026-05-31 15:54:16.034744,15,6,7.9
1341,1,FATIGUE_EYE_CLOSURE,2026-05-30 08:58:16.034744,8,5,24.7
1342,1,FATIGUE_EYE_CLOSURE,2026-05-28 10:39:16.034744,10,3,17.5
1343,1,TAB_SWITCH,2026-05-31 03:30:16.034744,3,6,9.5
1344,1,TAB_SWITCH,2026-05-27 14:54:16.034744,14,2,9.6
1345,1,TAB_SWITCH,2026-05-28 04:27:16.034744,4,3,13.2
1346,1,TAB_SWITCH,2026-05-29 03:37:16.034744,3,4,4.8
1347,1,TAB_SWITCH,2026-05-31 01:56:16.034744,1,6,5.0
1348,1,FATIGUE_EYE_CLOSURE,2026-05-30 06:05:16.034744,6,5,19.4
1349,1,TAB_SWITCH,2026-05-29 09:13:16.034744,9,4,10.9
1350,1,TAB_SWITCH,2026-05-31 10:48:16.034744,10,6,13.6
1351,1,TAB_SWITCH,2026-05-31 05:14:16.034744,5,6,19.4
1352,1,TAB_SWITCH,2026-05-29 05:45:16.034744,5,4,16.3
1353,1,TAB_SWITCH,2026-05-28 09:55:16.034744,9,3,11.2
1354,1,FATIGUE_EYE_CLOSURE,2026-05-29 10:39:16.034744,10,4,27.7
1355,1,FATIGUE_EYE_CLOSURE,2026-05-28 22:55:16.034744,22,3,19.7
1356,1,TAB_SWITCH,2026-05-30 18:37:16.034744,18,5,11.9
1357,1,FATIGUE_EYE_CLOSURE,2026-05-31 12:13:16.034744,12,6,23.9
1358,1,FATIGUE_EYE_CLOSURE,2026-05-29 10:53:16.034744,10,4,19.8
1359,1,TAB_SWITCH,2026-05-28 15:30:16.034744,15,3,7.9
1360,1,FATIGUE_EYE_CLOSURE,2026-05-27 18:30:16.034744,18,2,22.8
1361,1,TAB_SWITCH,2026-05-28 08:12:16.034744,8,3,19.7
1362,1,FATIGUE_EYE_CLOSURE,2026-05-27 21:43:16.034744,21,2,28.2
1363,1,TAB_SWITCH,2026-05-30 20:51:16.034744,20,5,14.0
1364,1,TAB_SWITCH,2026-05-29 03:08:16.034744,3,4,15.5
1365,1,TAB_SWITCH,2026-05-29 20:40:16.034744,20,4,10.0
1366,1,TAB_SWITCH,2026-05-31 02:54:16.034744,2,6,13.1
1367,1,TAB_SWITCH,2026-05-31 08:35:16.034744,8,6,12.1
1368,1,TAB_SWITCH,2026-05-28 19:52:16.034744,19,3,12.5
1369,1,TAB_SWITCH,2026-05-28 07:26:16.034744,7,3,8.1
1370,1,TAB_SWITCH,2026-05-27 20:09:16.034744,20,2,12.1
1371,1,FATIGUE_EYE_CLOSURE,2026-05-30 10:50:16.034744,10,5,18.8
1372,1,TAB_SWITCH,2026-05-31 05:27:16.034744,5,6,19.3
1373,1,TAB_SWITCH,2026-05-29 09:16:16.034744,9,4,16.8
1374,1,TAB_SWITCH,2026-05-30 03:24:16.034744,3,5,22.8
1375,1,FATIGUE_EYE_CLOSURE,2026-05-30 01:32:16.034744,1,5,29.2
1376,1,FATIGUE_EYE_CLOSURE,2026-05-31 03:29:16.034744,3,6,19.9
1377,1,TAB_SWITCH,2026-05-30 19:17:16.034744,19,5,12.9
1378,1,TAB_SWITCH,2026-05-27 20:18:16.034744,20,2,22.9
1379,1,FATIGUE_EYE_CLOSURE,2026-05-28 15:22:16.034744,15,3,26.8
1380,1,TAB_SWITCH,2026-05-31 15:02:16.034744,15,6,7.8
1381,1,TAB_SWITCH,2026-05-28 19:59:16.034744,19,3,9.0
1382,1,TAB_SWITCH,2026-05-30 07:46:16.034744,7,5,1.4
1383,1,FATIGUE_EYE_CLOSURE,2026-05-28 02:02:16.034744,2,3,26.2
1384,1,FATIGUE_EYE_CLOSURE,2026-05-28 11:50:16.034744,11,3,24.7
1385,1,TAB_SWITCH,2026-05-28 20:23:16.034744,20,3,12.8
1386,1,TAB_SWITCH,2026-05-28 18:17:16.034744,18,3,13.7
1387,1,FATIGUE_EYE_CLOSURE,2026-05-31 13:45:16.034744,13,6,20.6
1388,1,TAB_SWITCH,2026-05-28 23:12:16.034744,23,3,16.8
1389,1,TAB_SWITCH,2026-05-31 16:16:16.034744,16,6,9.1
1390,1,FATIGUE_EYE_CLOSURE,2026-05-31 11:54:16.034744,11,6,25.3
1391,1,TAB_SWITCH,2026-05-31 15:56:16.034744,15,6,14.5
1392,1,FATIGUE_EYE_CLOSURE,2026-05-29 00:58:16.034744,0,4,26.3
1393,1,TAB_SWITCH,2026-05-29 17:34:16.034744,17,4,21.2
1394,1,FATIGUE_EYE_CLOSURE,2026-05-28 23:16:16.034744,23,3,27.5
1395,1,TAB_SWITCH,2026-05-29 01:07:16.034744,1,4,9.7
1396,1,TAB_SWITCH,2026-05-31 10:28:16.034744,10,6,3.4
1397,1,FATIGUE_EYE_CLOSURE,2026-05-30 14:01:16.034744,14,5,22.6
1398,1,FATIGUE_EYE_CLOSURE,2026-05-29 12:49:16.034744,12,4,26.8
1399,1,TAB_SWITCH,2026-05-30 04:38:16.034744,4,5,18.2
1400,1,TAB_SWITCH,2026-05-27 20:19:16.034744,20,2,4.0
1401,1,TAB_SWITCH,2026-05-28 17:16:16.034744,17,3,9.0
1402,1,TAB_SWITCH,2026-05-28 07:40:16.034744,7,3,12.0
1403,1,TAB_SWITCH,2026-05-31 03:52:16.034744,3,6,12.2
1404,1,TAB_SWITCH,2026-05-28 08:24:16.034744,8,3,9.7
1405,1,TAB_SWITCH,2026-05-29 04:01:16.034744,4,4,15.1
1406,1,FATIGUE_EYE_CLOSURE,2026-05-30 16:48:16.034744,16,5,16.6
1407,1,TAB_SWITCH,2026-05-28 16:55:16.034744,16,3,11.3
1408,1,FATIGUE_EYE_CLOSURE,2026-05-30 08:53:16.034744,8,5,24.6
1409,1,TAB_SWITCH,2026-05-29 05:02:16.034744,5,4,14.6
1410,1,FATIGUE_EYE_CLOSURE,2026-05-30 21:28:16.034744,21,5,20.8
1411,1,TAB_SWITCH,2026-05-30 03:57:16.034744,3,5,6.4
1412,1,FATIGUE_EYE_CLOSURE,2026-05-28 01:15:16.034744,1,3,23.0
1413,1,TAB_SWITCH,2026-05-28 11:15:16.034744,11,3,18.4
1414,1,TAB_SWITCH,2026-05-28 20:40:16.034744,20,3,13.7
1415,1,TAB_SWITCH,2026-05-28 01:12:16.034744,1,3,8.3
1416,1,TAB_SWITCH,2026-05-31 14:37:16.034744,14,6,19.8
1417,1,TAB_SWITCH,2026-05-31 12:40:16.034744,12,6,12.6
1418,1,FATIGUE_EYE_CLOSURE,2026-05-29 10:27:16.034744,10,4,20.2
1419,1,TAB_SWITCH,2026-05-30 22:19:16.034744,22,5,12.3
1420,1,TAB_SWITCH,2026-05-30 08:56:16.034744,8,5,22.3
1421,1,FATIGUE_EYE_CLOSURE,2026-05-31 00:56:16.034744,0,6,17.9
1422,1,FATIGUE_EYE_CLOSURE,2026-05-30 08:07:16.034744,8,5,22.5
1423,1,TAB_SWITCH,2026-05-27 23:33:16.034744,23,2,16.9
1424,1,TAB_SWITCH,2026-05-28 13:57:16.034744,13,3,15.2
1425,1,TAB_SWITCH,2026-05-29 12:10:16.034744,12,4,18.8
1426,1,FATIGUE_EYE_CLOSURE,2026-05-31 14:55:16.034744,14,6,19.8
1427,1,TAB_SWITCH,2026-05-30 05:18:16.034744,5,5,15.4
1428,1,FATIGUE_EYE_CLOSURE,2026-05-31 01:29:16.034744,1,6,28.3
1429,1,TAB_SWITCH,2026-05-30 04:39:16.034744,4,5,3.2
1430,1,TAB_SWITCH,2026-05-27 15:06:16.034744,15,2,6.1
1431,1,TAB_SWITCH,2026-05-30 01:40:16.034744,1,5,1.8
1432,1,TAB_SWITCH,2026-05-28 22:51:16.034744,22,3,10.7
1433,1,TAB_SWITCH,2026-05-31 08:56:16.034744,8,6,15.6
1434,1,FATIGUE_EYE_CLOSURE,2026-05-30 10:44:16.034744,10,5,23.8
1435,1,FATIGUE_EYE_CLOSURE,2026-05-30 10:01:16.034744,10,5,20.0
1436,1,TAB_SWITCH,2026-05-28 21:27:16.034744,21,3,20.1
1437,1,TAB_SWITCH,2026-05-30 00:37:16.034744,0,5,5.1
1438,1,TAB_SWITCH,2026-05-30 09:59:16.034744,9,5,3.5
1439,1,TAB_SWITCH,2026-05-29 02:06:16.034744,2,4,11.7
1440,1,FATIGUE_EYE_CLOSURE,2026-05-29 23:24:16.034744,23,4,16.9
1441,1,TAB_SWITCH,2026-05-27 16:46:16.034744,16,2,11.8
1442,1,TAB_SWITCH,2026-05-29 08:14:16.034744,8,4,1.7
1443,1,TAB_SWITCH,2026-05-30 04:56:16.034744,4,5,11.6
1444,1,TAB_SWITCH,2026-05-28 17:08:16.034744,17,3,5.5
1445,1,TAB_SWITCH,2026-05-30 16:48:16.034744,16,5,15.3
1446,1,FATIGUE_EYE_CLOSURE,2026-05-31 04:22:16.034744,4,6,15.9
1447,1,TAB_SWITCH,2026-05-30 02:15:16.034744,2,5,7.3
1448,1,FATIGUE_EYE_CLOSURE,2026-05-30 10:11:16.034744,10,5,21.8
1449,1,FATIGUE_EYE_CLOSURE,2026-05-31 16:25:16.034744,16,6,23.0
1450,1,TAB_SWITCH,2026-05-30 18:34:16.034744,18,5,11.7
1451,1,TAB_SWITCH,2026-05-27 20:22:16.034744,20,2,16.8
1452,1,TAB_SWITCH,2026-05-31 08:32:16.034744,8,6,7.1
1453,1,TAB_SWITCH,2026-05-29 17:24:16.034744,17,4,14.5
1454,1,TAB_SWITCH,2026-05-31 09:18:16.034744,9,6,9.3
1455,1,FATIGUE_EYE_CLOSURE,2026-05-29 07:09:16.034744,7,4,26.5
1456,1,TAB_SWITCH,2026-05-28 13:00:16.034744,13,3,11.5
1457,1,TAB_SWITCH,2026-05-29 03:15:16.034744,3,4,6.8
1458,1,FATIGUE_EYE_CLOSURE,2026-05-30 06:56:16.034744,6,5,24.3
1459,1,TAB_SWITCH,2026-05-27 18:56:16.034744,18,2,6.0
1460,1,FATIGUE_EYE_CLOSURE,2026-05-29 10:04:16.034744,10,4,24.6
1461,1,TAB_SWITCH,2026-05-29 23:31:16.034744,23,4,12.2
1462,1,TAB_SWITCH,2026-05-30 15:07:16.034744,15,5,8.5
1463,1,TAB_SWITCH,2026-05-30 19:23:16.034744,19,5,13.1
1464,1,TAB_SWITCH,2026-05-28 05:18:16.034744,5,3,11.4
1465,1,TAB_SWITCH,2026-05-28 23:47:16.034744,23,3,10.9
1466,1,FATIGUE_EYE_CLOSURE,2026-05-29 11:39:16.034744,11,4,19.3
1467,1,TAB_SWITCH,2026-05-30 03:29:16.034744,3,5,15.8
1468,1,TAB_SWITCH,2026-05-27 21:21:16.034744,21,2,9.3
1469,1,FATIGUE_EYE_CLOSURE,2026-05-30 16:38:16.034744,16,5,16.3
1470,1,FATIGUE_EYE_CLOSURE,2026-05-31 02:37:16.034744,2,6,22.5
1471,1,FATIGUE_EYE_CLOSURE,2026-05-31 09:43:16.034744,9,6,19.3
1472,1,FATIGUE_EYE_CLOSURE,2026-05-28 03:50:16.034744,3,3,25.4
1473,1,FATIGUE_EYE_CLOSURE,2026-05-29 13:18:16.034744,13,4,19.4
1474,1,TAB_SWITCH,2026-05-31 02:27:16.034744,2,6,20.2
1475,1,FATIGUE_EYE_CLOSURE,2026-05-29 14:26:16.034744,14,4,14.4
1476,1,TAB_SWITCH,2026-05-30 11:44:16.034744,11,5,14.9
1477,1,TAB_SWITCH,2026-05-29 08:47:16.034744,8,4,13.6
1478,1,FATIGUE_EYE_CLOSURE,2026-05-29 08:31:16.034744,8,4,15.7
1479,1,TAB_SWITCH,2026-05-29 19:02:16.034744,19,4,17.6
1480,1,TAB_SWITCH,2026-05-28 12:43:16.034744,12,3,11.4
1481,1,FATIGUE_EYE_CLOSURE,2026-05-29 17:01:16.034744,17,4,23.7
1482,1,TAB_SWITCH,2026-05-28 23:57:16.034744,23,3,4.0
1483,1,TAB_SWITCH,2026-05-31 06:03:16.034744,6,6,13.0
1484,1,FATIGUE_EYE_CLOSURE,2026-05-31 13:45:16.034744,13,6,22.0
1485,1,FATIGUE_EYE_CLOSURE,2026-05-27 16:23:16.034744,16,2,17.4
1486,1,TAB_SWITCH,2026-05-28 01:48:16.034744,1,3,8.8
1487,1,TAB_SWITCH,2026-05-31 00:56:16.034744,0,6,6.6
1488,1,TAB_SWITCH,2026-05-30 09:01:16.034744,9,5,20.4
1489,1,TAB_SWITCH,2026-05-28 19:50:16.034744,19,3,16.4
1490,1,TAB_SWITCH,2026-05-28 20:27:16.034744,20,3,12.0
1491,1,TAB_SWITCH,2026-05-29 09:40:16.034744,9,4,19.4
1492,1,TAB_SWITCH,2026-05-28 19:53:16.034744,19,3,12.4
1493,1,TAB_SWITCH,2026-05-29 09:47:16.034744,9,4,7.7
1494,1,TAB_SWITCH,2026-05-29 23:37:16.034744,23,4,19.6
1495,1,TAB_SWITCH,2026-05-30 21:15:16.034744,21,5,14.7
1496,1,FATIGUE_EYE_CLOSURE,2026-05-29 15:01:16.034744,15,4,29.2
1497,1,FATIGUE_EYE_CLOSURE,2026-05-30 13:09:16.034744,13,5,24.6
1498,1,FATIGUE_EYE_CLOSURE,2026-05-31 02:14:16.034744,2,6,19.7
1499,1,TAB_SWITCH,2026-05-27 18:54:16.034744,18,2,5.1
